Latest available 2023 data is February  
DEST_STATE_ABR, Description, Year,Sum(FLIGHTS)
"-","Unknown","1987",5986
"-","Unknown","1988",26112
"-","Unknown","1989",25561
"-","Unknown","1990",135
"-","Unknown","1991",
"-","Unknown","1992",
"-","Unknown","1993",
"-","Unknown","1994",
"-","Unknown","1995",
"-","Unknown","1996",
"-","Unknown","1997",
"-","Unknown","1998",
"-","Unknown","1999",
"-","Unknown","2000",
"-","Unknown","2001",
"-","Unknown","2002",
"-","Unknown","2003",
"-","Unknown","2004",
"-","Unknown","2005",
"-","Unknown","2006",
"-","Unknown","2007",
"-","Unknown","2008",
"-","Unknown","2009",
"-","Unknown","2010",
"-","Unknown","2011",
"-","Unknown","2012",
"-","Unknown","2013",
"-","Unknown","2014",
"-","Unknown","2015",
"-","Unknown","2016",
"-","Unknown","2017",
"-","Unknown","2018",
"-","Unknown","2019",
"-","Unknown","2020",
"-","Unknown","2021",
"-","Unknown","2022",
"-","Unknown","2023",
"AK","Alaska","1987",6779
"AK","Alaska","1988",29538
"AK","Alaska","1989",29059
"AK","Alaska","1990",30833
"AK","Alaska","1991",32295
"AK","Alaska","1992",36123
"AK","Alaska","1993",35626
"AK","Alaska","1994",37828
"AK","Alaska","1995",41584
"AK","Alaska","1996",43294
"AK","Alaska","1997",42267
"AK","Alaska","1998",43830
"AK","Alaska","1999",44043
"AK","Alaska","2000",43701
"AK","Alaska","2001",44442
"AK","Alaska","2002",44828
"AK","Alaska","2003",44281
"AK","Alaska","2004",43147
"AK","Alaska","2005",43009
"AK","Alaska","2006",41917
"AK","Alaska","2007",41760
"AK","Alaska","2008",40969
"AK","Alaska","2009",38277
"AK","Alaska","2010",38881
"AK","Alaska","2011",39371
"AK","Alaska","2012",38581
"AK","Alaska","2013",39199
"AK","Alaska","2014",35399
"AK","Alaska","2015",35981
"AK","Alaska","2016",36144
"AK","Alaska","2017",36397
"AK","Alaska","2018",38838
"AK","Alaska","2019",39805
"AK","Alaska","2020",26901
"AK","Alaska","2021",39048
"AK","Alaska","2022",41625
"AK","Alaska","2023",5124
"AL","Alabama","1987",9032
"AL","Alabama","1988",36143
"AL","Alabama","1989",33855
"AL","Alabama","1990",37166
"AL","Alabama","1991",33802
"AL","Alabama","1992",34269
"AL","Alabama","1993",33343
"AL","Alabama","1994",32313
"AL","Alabama","1995",32947
"AL","Alabama","1996",31084
"AL","Alabama","1997",31545
"AL","Alabama","1998",31609
"AL","Alabama","1999",32386
"AL","Alabama","2000",30996
"AL","Alabama","2001",27740
"AL","Alabama","2002",22896
"AL","Alabama","2003",36430
"AL","Alabama","2004",45641
"AL","Alabama","2005",43825
"AL","Alabama","2006",37470
"AL","Alabama","2007",45255
"AL","Alabama","2008",46058
"AL","Alabama","2009",44334
"AL","Alabama","2010",45434
"AL","Alabama","2011",39301
"AL","Alabama","2012",36584
"AL","Alabama","2013",35851
"AL","Alabama","2014",30830
"AL","Alabama","2015",28885
"AL","Alabama","2016",25104
"AL","Alabama","2017",22288
"AL","Alabama","2018",38973
"AL","Alabama","2019",39868
"AL","Alabama","2020",24263
"AL","Alabama","2021",28078
"AL","Alabama","2022",28169
"AL","Alabama","2023",4094
"AR","Arkansas","1987",3631
"AR","Arkansas","1988",14823
"AR","Arkansas","1989",14754
"AR","Arkansas","1990",14595
"AR","Arkansas","1991",15459
"AR","Arkansas","1992",16109
"AR","Arkansas","1993",16241
"AR","Arkansas","1994",17111
"AR","Arkansas","1995",16651
"AR","Arkansas","1996",13914
"AR","Arkansas","1997",13515
"AR","Arkansas","1998",13298
"AR","Arkansas","1999",13036
"AR","Arkansas","2000",13556
"AR","Arkansas","2001",26255
"AR","Arkansas","2002",22950
"AR","Arkansas","2003",30593
"AR","Arkansas","2004",34809
"AR","Arkansas","2005",36926
"AR","Arkansas","2006",31377
"AR","Arkansas","2007",34983
"AR","Arkansas","2008",33667
"AR","Arkansas","2009",34958
"AR","Arkansas","2010",36542
"AR","Arkansas","2011",30707
"AR","Arkansas","2012",31511
"AR","Arkansas","2013",31896
"AR","Arkansas","2014",27904
"AR","Arkansas","2015",24905
"AR","Arkansas","2016",16179
"AR","Arkansas","2017",13870
"AR","Arkansas","2018",29084
"AR","Arkansas","2019",31802
"AR","Arkansas","2020",19210
"AR","Arkansas","2021",20994
"AR","Arkansas","2022",23560
"AR","Arkansas","2023",3606
"AZ","Arizona","1987",36587
"AZ","Arizona","1988",146754
"AZ","Arizona","1989",155196
"AZ","Arizona","1990",163432
"AZ","Arizona","1991",161250
"AZ","Arizona","1992",157315
"AZ","Arizona","1993",150559
"AZ","Arizona","1994",156610
"AZ","Arizona","1995",175704
"AZ","Arizona","1996",181714
"AZ","Arizona","1997",185332
"AZ","Arizona","1998",189281
"AZ","Arizona","1999",197050
"AZ","Arizona","2000",209018
"AZ","Arizona","2001",203860
"AZ","Arizona","2002",190161
"AZ","Arizona","2003",189575
"AZ","Arizona","2004",189468
"AZ","Arizona","2005",195329
"AZ","Arizona","2006",245201
"AZ","Arizona","2007",244719
"AZ","Arizona","2008",231839
"AZ","Arizona","2009",210873
"AZ","Arizona","2010",209697
"AZ","Arizona","2011",216890
"AZ","Arizona","2012",209748
"AZ","Arizona","2013",201509
"AZ","Arizona","2014",181736
"AZ","Arizona","2015",180046
"AZ","Arizona","2016",179058
"AZ","Arizona","2017",172935
"AZ","Arizona","2018",200256
"AZ","Arizona","2019",205021
"AZ","Arizona","2020",144117
"AZ","Arizona","2021",187192
"AZ","Arizona","2022",191480
"AZ","Arizona","2023",32684
"CA","California","1987",153393
"CA","California","1988",578842
"CA","California","1989",566059
"CA","California","1990",592242
"CA","California","1991",571115
"CA","California","1992",549113
"CA","California","1993",537016
"CA","California","1994",548341
"CA","California","1995",633564
"CA","California","1996",643000
"CA","California","1997",649239
"CA","California","1998",641802
"CA","California","1999",656393
"CA","California","2000",702219
"CA","California","2001",736348
"CA","California","2002",639605
"CA","California","2003",796344
"CA","California","2004",825765
"CA","California","2005",827009
"CA","California","2006",863678
"CA","California","2007",893890
"CA","California","2008",826932
"CA","California","2009",736353
"CA","California","2010",720471
"CA","California","2011",730081
"CA","California","2012",765749
"CA","California","2013",755926
"CA","California","2014",739170
"CA","California","2015",707762
"CA","California","2016",727407
"CA","California","2017",756452
"CA","California","2018",793351
"CA","California","2019",814867
"CA","California","2020",467478
"CA","California","2021",592070
"CA","California","2022",733066
"CA","California","2023",112275
"CO","Colorado","1987",47684
"CO","Colorado","1988",178769
"CO","Colorado","1989",154456
"CO","Colorado","1990",154339
"CO","Colorado","1991",156045
"CO","Colorado","1992",163154
"CO","Colorado","1993",174766
"CO","Colorado","1994",155293
"CO","Colorado","1995",144037
"CO","Colorado","1996",149853
"CO","Colorado","1997",153537
"CO","Colorado","1998",151053
"CO","Colorado","1999",150239
"CO","Colorado","2000",152124
"CO","Colorado","2001",146101
"CO","Colorado","2002",131316
"CO","Colorado","2003",163434
"CO","Colorado","2004",177172
"CO","Colorado","2005",207394
"CO","Colorado","2006",271787
"CO","Colorado","2007",282445
"CO","Colorado","2008",280839
"CO","Colorado","2009",270777
"CO","Colorado","2010",271847
"CO","Colorado","2011",274450
"CO","Colorado","2012",265654
"CO","Colorado","2013",250555
"CO","Colorado","2014",247478
"CO","Colorado","2015",234674
"CO","Colorado","2016",248098
"CO","Colorado","2017",244926
"CO","Colorado","2018",265773
"CO","Colorado","2019",282469
"CO","Colorado","2020",222467
"CO","Colorado","2021",298192
"CO","Colorado","2022",306643
"CO","Colorado","2023",50087
"CT","Connecticut","1987",7575
"CT","Connecticut","1988",30628
"CT","Connecticut","1989",28677
"CT","Connecticut","1990",29058
"CT","Connecticut","1991",29366
"CT","Connecticut","1992",29660
"CT","Connecticut","1993",26899
"CT","Connecticut","1994",27450
"CT","Connecticut","1995",26847
"CT","Connecticut","1996",25920
"CT","Connecticut","1997",26823
"CT","Connecticut","1998",26446
"CT","Connecticut","1999",31888
"CT","Connecticut","2000",36495
"CT","Connecticut","2001",35980
"CT","Connecticut","2002",33221
"CT","Connecticut","2003",33560
"CT","Connecticut","2004",35215
"CT","Connecticut","2005",38278
"CT","Connecticut","2006",32886
"CT","Connecticut","2007",32634
"CT","Connecticut","2008",29445
"CT","Connecticut","2009",23806
"CT","Connecticut","2010",23999
"CT","Connecticut","2011",22530
"CT","Connecticut","2012",20972
"CT","Connecticut","2013",22258
"CT","Connecticut","2014",21780
"CT","Connecticut","2015",20512
"CT","Connecticut","2016",20322
"CT","Connecticut","2017",22214
"CT","Connecticut","2018",29345
"CT","Connecticut","2019",29783
"CT","Connecticut","2020",16707
"CT","Connecticut","2021",20150
"CT","Connecticut","2022",23486
"CT","Connecticut","2023",3524
"DE","Delaware","1987",29
"DE","Delaware","1988",
"DE","Delaware","1989",
"DE","Delaware","1990",
"DE","Delaware","1991",
"DE","Delaware","1992",
"DE","Delaware","1993",
"DE","Delaware","1994",
"DE","Delaware","1995",
"DE","Delaware","1996",
"DE","Delaware","1997",
"DE","Delaware","1998",
"DE","Delaware","1999",
"DE","Delaware","2000",
"DE","Delaware","2001",
"DE","Delaware","2002",
"DE","Delaware","2003",
"DE","Delaware","2004",
"DE","Delaware","2005",
"DE","Delaware","2006",347
"DE","Delaware","2007",452
"DE","Delaware","2008",
"DE","Delaware","2009",
"DE","Delaware","2010",
"DE","Delaware","2011",
"DE","Delaware","2012",
"DE","Delaware","2013",348
"DE","Delaware","2014",711
"DE","Delaware","2015",98
"DE","Delaware","2016",
"DE","Delaware","2017",
"DE","Delaware","2018",
"DE","Delaware","2019",
"DE","Delaware","2020",
"DE","Delaware","2021",118
"DE","Delaware","2022",47
"DE","Delaware","2023",
"FL","Florida","1987",87928
"FL","Florida","1988",358404
"FL","Florida","1989",336017
"FL","Florida","1990",370761
"FL","Florida","1991",346106
"FL","Florida","1992",350161
"FL","Florida","1993",339544
"FL","Florida","1994",344543
"FL","Florida","1995",303213
"FL","Florida","1996",301682
"FL","Florida","1997",329314
"FL","Florida","1998",332511
"FL","Florida","1999",347932
"FL","Florida","2000",362418
"FL","Florida","2001",386436
"FL","Florida","2002",330336
"FL","Florida","2003",386699
"FL","Florida","2004",433342
"FL","Florida","2005",465098
"FL","Florida","2006",454791
"FL","Florida","2007",478803
"FL","Florida","2008",467002
"FL","Florida","2009",438978
"FL","Florida","2010",450241
"FL","Florida","2011",456213
"FL","Florida","2012",446873
"FL","Florida","2013",443169
"FL","Florida","2014",428056
"FL","Florida","2015",449248
"FL","Florida","2016",447168
"FL","Florida","2017",457505
"FL","Florida","2018",561778
"FL","Florida","2019",585448
"FL","Florida","2020",405804
"FL","Florida","2021",565554
"FL","Florida","2022",588114
"FL","Florida","2023",98203
"GA","Georgia","1987",70915
"GA","Georgia","1988",275631
"GA","Georgia","1989",237854
"GA","Georgia","1990",284877
"GA","Georgia","1991",200962
"GA","Georgia","1992",215123
"GA","Georgia","1993",232262
"GA","Georgia","1994",232644
"GA","Georgia","1995",239604
"GA","Georgia","1996",249292
"GA","Georgia","1997",257757
"GA","Georgia","1998",262326
"GA","Georgia","1999",270012
"GA","Georgia","2000",271488
"GA","Georgia","2001",258220
"GA","Georgia","2002",237553
"GA","Georgia","2003",390139
"GA","Georgia","2004",442312
"GA","Georgia","2005",453311
"GA","Georgia","2006",426332
"GA","Georgia","2007",436186
"GA","Georgia","2008",435791
"GA","Georgia","2009",438024
"GA","Georgia","2010",434204
"GA","Georgia","2011",411439
"GA","Georgia","2012",409664
"GA","Georgia","2013",416251
"GA","Georgia","2014",386052
"GA","Georgia","2015",394412
"GA","Georgia","2016",398518
"GA","Georgia","2017",377223
"GA","Georgia","2018",414817
"GA","Georgia","2019",421785
"GA","Georgia","2020",272951
"GA","Georgia","2021",339422
"GA","Georgia","2022",343980
"GA","Georgia","2023",54290
"HI","Hawaii","1987",4969
"HI","Hawaii","1988",20204
"HI","Hawaii","1989",21293
"HI","Hawaii","1990",21555
"HI","Hawaii","1991",20604
"HI","Hawaii","1992",19101
"HI","Hawaii","1993",17276
"HI","Hawaii","1994",16422
"HI","Hawaii","1995",15604
"HI","Hawaii","1996",15930
"HI","Hawaii","1997",15431
"HI","Hawaii","1998",15508
"HI","Hawaii","1999",15415
"HI","Hawaii","2000",27985
"HI","Hawaii","2001",68495
"HI","Hawaii","2002",17644
"HI","Hawaii","2003",27312
"HI","Hawaii","2004",66412
"HI","Hawaii","2005",69714
"HI","Hawaii","2006",119547
"HI","Hawaii","2007",134339
"HI","Hawaii","2008",110146
"HI","Hawaii","2009",111168
"HI","Hawaii","2010",105048
"HI","Hawaii","2011",102003
"HI","Hawaii","2012",111786
"HI","Hawaii","2013",108142
"HI","Hawaii","2014",96499
"HI","Hawaii","2015",99132
"HI","Hawaii","2016",100815
"HI","Hawaii","2017",104694
"HI","Hawaii","2018",103682
"HI","Hawaii","2019",115127
"HI","Hawaii","2020",63767
"HI","Hawaii","2021",105378
"HI","Hawaii","2022",122965
"HI","Hawaii","2023",20929
"IA","Iowa","1987",6022
"IA","Iowa","1988",21717
"IA","Iowa","1989",19868
"IA","Iowa","1990",17584
"IA","Iowa","1991",17625
"IA","Iowa","1992",16913
"IA","Iowa","1993",14883
"IA","Iowa","1994",13572
"IA","Iowa","1995",15205
"IA","Iowa","1996",15553
"IA","Iowa","1997",14215
"IA","Iowa","1998",13236
"IA","Iowa","1999",12955
"IA","Iowa","2000",12513
"IA","Iowa","2001",17525
"IA","Iowa","2002",14277
"IA","Iowa","2003",15855
"IA","Iowa","2004",18817
"IA","Iowa","2005",19567
"IA","Iowa","2006",23716
"IA","Iowa","2007",31351
"IA","Iowa","2008",27801
"IA","Iowa","2009",25691
"IA","Iowa","2010",21107
"IA","Iowa","2011",18203
"IA","Iowa","2012",18705
"IA","Iowa","2013",25399
"IA","Iowa","2014",18798
"IA","Iowa","2015",18830
"IA","Iowa","2016",12246
"IA","Iowa","2017",13963
"IA","Iowa","2018",27683
"IA","Iowa","2019",29529
"IA","Iowa","2020",19602
"IA","Iowa","2021",25163
"IA","Iowa","2022",25254
"IA","Iowa","2023",3617
"ID","Idaho","1987",1790
"ID","Idaho","1988",8675
"ID","Idaho","1989",8713
"ID","Idaho","1990",8390
"ID","Idaho","1991",7316
"ID","Idaho","1992",7757
"ID","Idaho","1993",6976
"ID","Idaho","1994",7134
"ID","Idaho","1995",11497
"ID","Idaho","1996",13209
"ID","Idaho","1997",12993
"ID","Idaho","1998",12475
"ID","Idaho","1999",11508
"ID","Idaho","2000",12569
"ID","Idaho","2001",12076
"ID","Idaho","2002",10984
"ID","Idaho","2003",25234
"ID","Idaho","2004",25841
"ID","Idaho","2005",27982
"ID","Idaho","2006",27581
"ID","Idaho","2007",29356
"ID","Idaho","2008",27147
"ID","Idaho","2009",22569
"ID","Idaho","2010",22594
"ID","Idaho","2011",22544
"ID","Idaho","2012",18263
"ID","Idaho","2013",18352
"ID","Idaho","2014",18095
"ID","Idaho","2015",18541
"ID","Idaho","2016",21101
"ID","Idaho","2017",22414
"ID","Idaho","2018",25783
"ID","Idaho","2019",25887
"ID","Idaho","2020",20596
"ID","Idaho","2021",34157
"ID","Idaho","2022",34209
"ID","Idaho","2023",4370
"IL","Illinois","1987",75901
"IL","Illinois","1988",304734
"IL","Illinois","1989",296468
"IL","Illinois","1990",302848
"IL","Illinois","1991",325083
"IL","Illinois","1992",316722
"IL","Illinois","1993",330468
"IL","Illinois","1994",332428
"IL","Illinois","1995",343164
"IL","Illinois","1996",342204
"IL","Illinois","1997",343224
"IL","Illinois","1998",342615
"IL","Illinois","1999",351191
"IL","Illinois","2000",352174
"IL","Illinois","2001",398828
"IL","Illinois","2002",385526
"IL","Illinois","2003",462937
"IL","Illinois","2004",482000
"IL","Illinois","2005",447437
"IL","Illinois","2006",495992
"IL","Illinois","2007",495953
"IL","Illinois","2008",461291
"IL","Illinois","2009",420197
"IL","Illinois","2010",417510
"IL","Illinois","2011",416682
"IL","Illinois","2012",412784
"IL","Illinois","2013",414827
"IL","Illinois","2014",391833
"IL","Illinois","2015",418264
"IL","Illinois","2016",340426
"IL","Illinois","2017",362772
"IL","Illinois","2018",440406
"IL","Illinois","2019",443021
"IL","Illinois","2020",263249
"IL","Illinois","2021",320171
"IL","Illinois","2022",352687
"IL","Illinois","2023",53768
"IN","Indiana","1987",11108
"IN","Indiana","1988",46891
"IN","Indiana","1989",49661
"IN","Indiana","1990",51942
"IN","Indiana","1991",49906
"IN","Indiana","1992",50757
"IN","Indiana","1993",44774
"IN","Indiana","1994",46006
"IN","Indiana","1995",44728
"IN","Indiana","1996",39908
"IN","Indiana","1997",40892
"IN","Indiana","1998",38599
"IN","Indiana","1999",37830
"IN","Indiana","2000",37729
"IN","Indiana","2001",43553
"IN","Indiana","2002",36863
"IN","Indiana","2003",55016
"IN","Indiana","2004",59266
"IN","Indiana","2005",59326
"IN","Indiana","2006",48091
"IN","Indiana","2007",61126
"IN","Indiana","2008",60033
"IN","Indiana","2009",53035
"IN","Indiana","2010",51435
"IN","Indiana","2011",39124
"IN","Indiana","2012",39390
"IN","Indiana","2013",46886
"IN","Indiana","2014",40626
"IN","Indiana","2015",42808
"IN","Indiana","2016",39072
"IN","Indiana","2017",40060
"IN","Indiana","2018",67573
"IN","Indiana","2019",67223
"IN","Indiana","2020",43071
"IN","Indiana","2021",49536
"IN","Indiana","2022",53376
"IN","Indiana","2023",8282
"KS","Kansas","1987",3585
"KS","Kansas","1988",11658
"KS","Kansas","1989",12277
"KS","Kansas","1990",12452
"KS","Kansas","1991",11483
"KS","Kansas","1992",11190
"KS","Kansas","1993",10439
"KS","Kansas","1994",7176
"KS","Kansas","1995",7050
"KS","Kansas","1996",7128
"KS","Kansas","1997",7827
"KS","Kansas","1998",7474
"KS","Kansas","1999",6400
"KS","Kansas","2000",6541
"KS","Kansas","2001",7868
"KS","Kansas","2002",5368
"KS","Kansas","2003",10085
"KS","Kansas","2004",10283
"KS","Kansas","2005",11126
"KS","Kansas","2006",12863
"KS","Kansas","2007",14750
"KS","Kansas","2008",14046
"KS","Kansas","2009",13566
"KS","Kansas","2010",13588
"KS","Kansas","2011",11964
"KS","Kansas","2012",12516
"KS","Kansas","2013",13821
"KS","Kansas","2014",12419
"KS","Kansas","2015",11930
"KS","Kansas","2016",8917
"KS","Kansas","2017",9876
"KS","Kansas","2018",15428
"KS","Kansas","2019",16178
"KS","Kansas","2020",11536
"KS","Kansas","2021",13391
"KS","Kansas","2022",14160
"KS","Kansas","2023",2147
"KY","Kentucky","1987",23907
"KY","Kentucky","1988",93568
"KY","Kentucky","1989",87468
"KY","Kentucky","1990",89103
"KY","Kentucky","1991",89938
"KY","Kentucky","1992",92380
"KY","Kentucky","1993",93118
"KY","Kentucky","1994",96132
"KY","Kentucky","1995",105774
"KY","Kentucky","1996",115178
"KY","Kentucky","1997",115093
"KY","Kentucky","1998",108668
"KY","Kentucky","1999",104003
"KY","Kentucky","2000",99853
"KY","Kentucky","2001",90361
"KY","Kentucky","2002",81163
"KY","Kentucky","2003",120204
"KY","Kentucky","2004",241346
"KY","Kentucky","2005",242783
"KY","Kentucky","2006",155329
"KY","Kentucky","2007",143450
"KY","Kentucky","2008",124131
"KY","Kentucky","2009",85453
"KY","Kentucky","2010",77923
"KY","Kentucky","2011",49989
"KY","Kentucky","2012",49818
"KY","Kentucky","2013",67428
"KY","Kentucky","2014",41678
"KY","Kentucky","2015",40283
"KY","Kentucky","2016",31323
"KY","Kentucky","2017",34656
"KY","Kentucky","2018",83425
"KY","Kentucky","2019",83130
"KY","Kentucky","2020",49387
"KY","Kentucky","2021",59190
"KY","Kentucky","2022",66391
"KY","Kentucky","2023",9894
"LA","Louisiana","1987",15186
"LA","Louisiana","1988",60438
"LA","Louisiana","1989",59428
"LA","Louisiana","1990",63738
"LA","Louisiana","1991",57529
"LA","Louisiana","1992",57019
"LA","Louisiana","1993",55545
"LA","Louisiana","1994",59988
"LA","Louisiana","1995",60662
"LA","Louisiana","1996",58959
"LA","Louisiana","1997",58976
"LA","Louisiana","1998",60886
"LA","Louisiana","1999",60126
"LA","Louisiana","2000",61337
"LA","Louisiana","2001",65787
"LA","Louisiana","2002",58421
"LA","Louisiana","2003",80292
"LA","Louisiana","2004",82259
"LA","Louisiana","2005",69192
"LA","Louisiana","2006",60692
"LA","Louisiana","2007",69635
"LA","Louisiana","2008",67171
"LA","Louisiana","2009",61725
"LA","Louisiana","2010",65325
"LA","Louisiana","2011",61478
"LA","Louisiana","2012",66809
"LA","Louisiana","2013",75664
"LA","Louisiana","2014",70992
"LA","Louisiana","2015",71258
"LA","Louisiana","2016",66642
"LA","Louisiana","2017",66286
"LA","Louisiana","2018",83146
"LA","Louisiana","2019",86372
"LA","Louisiana","2020",51204
"LA","Louisiana","2021",55739
"LA","Louisiana","2022",64682
"LA","Louisiana","2023",10151
"MA","Massachusetts","1987",25653
"MA","Massachusetts","1988",102123
"MA","Massachusetts","1989",94339
"MA","Massachusetts","1990",95911
"MA","Massachusetts","1991",92649
"MA","Massachusetts","1992",95016
"MA","Massachusetts","1993",95496
"MA","Massachusetts","1994",99351
"MA","Massachusetts","1995",92777
"MA","Massachusetts","1996",93252
"MA","Massachusetts","1997",98264
"MA","Massachusetts","1998",98444
"MA","Massachusetts","1999",107768
"MA","Massachusetts","2000",113094
"MA","Massachusetts","2001",134015
"MA","Massachusetts","2002",110135
"MA","Massachusetts","2003",115667
"MA","Massachusetts","2004",132608
"MA","Massachusetts","2005",128220
"MA","Massachusetts","2006",131265
"MA","Massachusetts","2007",128707
"MA","Massachusetts","2008",118413
"MA","Massachusetts","2009",111082
"MA","Massachusetts","2010",113869
"MA","Massachusetts","2011",110052
"MA","Massachusetts","2012",103686
"MA","Massachusetts","2013",112074
"MA","Massachusetts","2014",111994
"MA","Massachusetts","2015",119561
"MA","Massachusetts","2016",122965
"MA","Massachusetts","2017",127182
"MA","Massachusetts","2018",150707
"MA","Massachusetts","2019",153624
"MA","Massachusetts","2020",75627
"MA","Massachusetts","2021",93088
"MA","Massachusetts","2022",141070
"MA","Massachusetts","2023",21745
"MD","Maryland","1987",16198
"MD","Maryland","1988",67490
"MD","Maryland","1989",70701
"MD","Maryland","1990",69376
"MD","Maryland","1991",62005
"MD","Maryland","1992",50501
"MD","Maryland","1993",52309
"MD","Maryland","1994",71207
"MD","Maryland","1995",66443
"MD","Maryland","1996",62591
"MD","Maryland","1997",64592
"MD","Maryland","1998",69992
"MD","Maryland","1999",81680
"MD","Maryland","2000",91217
"MD","Maryland","2001",99840
"MD","Maryland","2002",86858
"MD","Maryland","2003",99248
"MD","Maryland","2004",106060
"MD","Maryland","2005",106792
"MD","Maryland","2006",107576
"MD","Maryland","2007",109395
"MD","Maryland","2008",104068
"MD","Maryland","2009",101280
"MD","Maryland","2010",105563
"MD","Maryland","2011",104577
"MD","Maryland","2012",103343
"MD","Maryland","2013",100319
"MD","Maryland","2014",90845
"MD","Maryland","2015",94105
"MD","Maryland","2016",96211
"MD","Maryland","2017",101019
"MD","Maryland","2018",106874
"MD","Maryland","2019",104842
"MD","Maryland","2020",71780
"MD","Maryland","2021",75555
"MD","Maryland","2022",86789
"MD","Maryland","2023",14103
"ME","Maine","1987",2209
"ME","Maine","1988",9271
"ME","Maine","1989",10439
"ME","Maine","1990",10727
"ME","Maine","1991",11231
"ME","Maine","1992",10066
"ME","Maine","1993",8925
"ME","Maine","1994",7963
"ME","Maine","1995",7044
"ME","Maine","1996",7492
"ME","Maine","1997",7837
"ME","Maine","1998",7710
"ME","Maine","1999",6102
"ME","Maine","2000",6108
"ME","Maine","2001",13554
"ME","Maine","2002",10387
"ME","Maine","2003",13858
"ME","Maine","2004",16032
"ME","Maine","2005",14809
"ME","Maine","2006",11988
"ME","Maine","2007",12475
"ME","Maine","2008",9768
"ME","Maine","2009",9133
"ME","Maine","2010",8346
"ME","Maine","2011",6331
"ME","Maine","2012",6746
"ME","Maine","2013",7809
"ME","Maine","2014",5986
"ME","Maine","2015",5553
"ME","Maine","2016",6977
"ME","Maine","2017",6791
"ME","Maine","2018",16226
"ME","Maine","2019",14918
"ME","Maine","2020",8705
"ME","Maine","2021",13414
"ME","Maine","2022",15728
"ME","Maine","2023",1953
"MI","Michigan","1987",33560
"MI","Michigan","1988",135659
"MI","Michigan","1989",145582
"MI","Michigan","1990",150709
"MI","Michigan","1991",147193
"MI","Michigan","1992",149325
"MI","Michigan","1993",153481
"MI","Michigan","1994",159568
"MI","Michigan","1995",166756
"MI","Michigan","1996",173247
"MI","Michigan","1997",174799
"MI","Michigan","1998",172347
"MI","Michigan","1999",172767
"MI","Michigan","2000",171306
"MI","Michigan","2001",171937
"MI","Michigan","2002",161123
"MI","Michigan","2003",170379
"MI","Michigan","2004",188509
"MI","Michigan","2005",175497
"MI","Michigan","2006",169241
"MI","Michigan","2007",221156
"MI","Michigan","2008",204130
"MI","Michigan","2009",189750
"MI","Michigan","2010",197946
"MI","Michigan","2011",110965
"MI","Michigan","2012",113433
"MI","Michigan","2013",199349
"MI","Michigan","2014",133267
"MI","Michigan","2015",149307
"MI","Michigan","2016",151805
"MI","Michigan","2017",158360
"MI","Michigan","2018",198473
"MI","Michigan","2019",203415
"MI","Michigan","2020",139085
"MI","Michigan","2021",163622
"MI","Michigan","2022",159670
"MI","Michigan","2023",23772
"MN","Minnesota","1987",24486
"MN","Minnesota","1988",101230
"MN","Minnesota","1989",104480
"MN","Minnesota","1990",107760
"MN","Minnesota","1991",111932
"MN","Minnesota","1992",121030
"MN","Minnesota","1993",128136
"MN","Minnesota","1994",129834
"MN","Minnesota","1995",141747
"MN","Minnesota","1996",147131
"MN","Minnesota","1997",142683
"MN","Minnesota","1998",140189
"MN","Minnesota","1999",146739
"MN","Minnesota","2000",150539
"MN","Minnesota","2001",146546
"MN","Minnesota","2002",145954
"MN","Minnesota","2003",147946
"MN","Minnesota","2004",150856
"MN","Minnesota","2005",141022
"MN","Minnesota","2006",130124
"MN","Minnesota","2007",162633
"MN","Minnesota","2008",135830
"MN","Minnesota","2009",124978
"MN","Minnesota","2010",132346
"MN","Minnesota","2011",106758
"MN","Minnesota","2012",114929
"MN","Minnesota","2013",155117
"MN","Minnesota","2014",113085
"MN","Minnesota","2015",129996
"MN","Minnesota","2016",135827
"MN","Minnesota","2017",142614
"MN","Minnesota","2018",168217
"MN","Minnesota","2019",170581
"MN","Minnesota","2020",106628
"MN","Minnesota","2021",129188
"MN","Minnesota","2022",125961
"MN","Minnesota","2023",19102
"MO","Missouri","1987",46340
"MO","Missouri","1988",177039
"MO","Missouri","1989",170066
"MO","Missouri","1990",176287
"MO","Missouri","1991",170839
"MO","Missouri","1992",174997
"MO","Missouri","1993",189451
"MO","Missouri","1994",210773
"MO","Missouri","1995",233152
"MO","Missouri","1996",235416
"MO","Missouri","1997",235740
"MO","Missouri","1998",236303
"MO","Missouri","1999",237925
"MO","Missouri","2000",233764
"MO","Missouri","2001",228637
"MO","Missouri","2002",193556
"MO","Missouri","2003",164716
"MO","Missouri","2004",127036
"MO","Missouri","2005",130378
"MO","Missouri","2006",129622
"MO","Missouri","2007",141043
"MO","Missouri","2008",132177
"MO","Missouri","2009",118369
"MO","Missouri","2010",117567
"MO","Missouri","2011",115425
"MO","Missouri","2012",115068
"MO","Missouri","2013",117441
"MO","Missouri","2014",106622
"MO","Missouri","2015",102405
"MO","Missouri","2016",102388
"MO","Missouri","2017",105640
"MO","Missouri","2018",134738
"MO","Missouri","2019",136938
"MO","Missouri","2020",87742
"MO","Missouri","2021",95549
"MO","Missouri","2022",113647
"MO","Missouri","2023",17228
"MS","Mississippi","1987",2861
"MS","Mississippi","1988",10753
"MS","Mississippi","1989",9842
"MS","Mississippi","1990",9808
"MS","Mississippi","1991",8324
"MS","Mississippi","1992",7675
